# GOAE-Leistungskatalog fuer den Abrechnungskalkulator
#
# Quelle: Gebührenordnung für Ärzte (GOÄ)
#   amtliche Fassung von "Gesetze im Internet"
#   https://www.gesetze-im-internet.de/go__1982/
#   Datei BJNR015220982.xml, abgerufen 2026-05-14
# Stand: Neugefasst durch Bek. v. 9.2.1996 I 210; zuletzt geändert durch Art. 3b G v. 19.7.2023 I Nr. 197
#
# Erzeugt mit werkzeuge/katalog_erzeugen.py - nicht von Hand aendern.
# Eigene Ziffern gehoeren in eine zusaetzliche Datei und werden mit
#   kalkulator.py katalog-import <datei.csv>
# eingespielt.
#
# Der Eurobetrag ergibt sich nach § 5 Abs. 1 GOAE aus
#   Punktzahl x 0,0582873 EUR x Steigerungsfaktor.
# Die Betragsspalte des amtlichen Verzeichnisses ist noch in DM gefuehrt und
# daher hier nicht enthalten.
#
# Spalten:
#   nummer        GOAE-Nummer
#   bezeichnung   Leistungslegende (Leerzeichen normiert, sonst unveraendert)
#   punktzahl     Punktzahl nach dem Gebuehrenverzeichnis
#   abschnitt     Abschnitt B bis P des Gebuehrenverzeichnisses
#   klasse        Steigerungsklasse nach § 5 GOAE:
#                   aerztlich  Abs. 2  - Regelsatz 2,3   Hoechstsatz 3,5
#                   technisch  Abs. 3  - Regelsatz 1,8   Hoechstsatz 2,5
#                              (Abschnitte A, E und O)
#                   labor      Abs. 4  - Regelsatz 1,15  Hoechstsatz 1,3
#                              (Abschnitt M und Nummer 437)
#   regelsatz     Schwellenwert; darueber ist eine Begruendung noetig (§ 12 GOAE)
#   hoechstsatz   Hoechstsatz der Steigerungsklasse
#   herkunft      direkt = Punktzahl steht im Verzeichnis bei dieser Nummer
#                 sammel = Nummer gehoert zu einer Sammelposition; die Punktzahl
#                          steht in deren Ueberschrift ("... je Messgroesse 70
#                          7,98 Katalog 3512 ... 3514 Glukose ...")
nummer;bezeichnung;punktzahl;abschnitt;klasse;regelsatz;hoechstsatz;herkunft
2650;Entfernung eines extrem verlagerten oder retinierten Zahnes durch umfangreiche Osteotomie bei gefährdeten anatomischen Nachbarstrukturen;740;L;aerztlich;2.3;3.5;direkt
2651;Entfernung tiefliegender Fremdkörper oder Sequestrotomie durch Osteotomie aus dem Kiefer;550;L;aerztlich;2.3;3.5;direkt
2655;Operation einer ausgedehnten Kieferzyste - über mehr als drei Zähne oder vergleichbarer Größe im unbezahnten Bereich - durch Zystektomie;950;L;aerztlich;2.3;3.5;direkt
2656;Operation einer ausgedehnten Kieferzyste - über mehr als drei Zähne oder vergleichbarer Größe im unbezahnten Bereich - durch Zystektomie in Verbindung mit der Entfernung retinierter oder verlagerter Zähne und/oder Wurzelspitzenresektion;620;L;aerztlich;2.3;3.5;direkt
2657;Operation einer ausgedehnten Kieferzyste - über mehr als drei Zähne oder vergleichbarer Größe im unbezahnten Bereich - durch Zystostomie;760;L;aerztlich;2.3;3.5;direkt
2658;Operation einer ausgedehnten Kieferzyste - über mehr als drei Zähne oder vergleichbarer Größe im unbezahnten Bereich - durch Zystostomie in Verbindung mit der Entfernung retinierter oder verlagerter Zähne und/oder Wurzelspitzenresektion;500;L;aerztlich;2.3;3.5;direkt
2660;Operative Behandlung einer konservativ unstillbaren Blutung im Mund-Kieferbereich durch Freilegung und Abbinden oder Umstechung des Gefäßes oder durch Knochenbolzung, als selbständige Leistung;400;L;aerztlich;2.3;3.5;direkt
2670;Operative Entfernung eines Schlotterkammes oder einer Fibromatose, je Kieferhälfte oder Frontzahnbereich, als selbständige Leistung;500;L;aerztlich;2.3;3.5;direkt
2671;Operative Entfernung eines Schlotterkammes oder einer Fibromatose, je Kieferhälfte oder Frontzahnbereich, in Verbindung mit den Leistungen nach Nummer 2675 oder 2676;300;L;aerztlich;2.3;3.5;direkt
2675;Partielle Vestibulum- oder Mundbodenplastik oder große Tuberplastik, je Kieferhälfte oder Frontzahnbereich;850;L;aerztlich;2.3;3.5;direkt
2676;Totale Mundboden- oder Vestibulumplastik zur Formung des Prothesenlagers mit partieller Ablösung der Mundbodenmuskulatur, je Kiefer;2200;L;aerztlich;2.3;3.5;direkt
2677;Submuköse Vestibulumplastik, je Kieferhälfte oder Frontzahnbereich, als selbständige Leistung;700;L;aerztlich;2.3;3.5;direkt
2680;Einrenkung der Luxation des Unterkiefers;100;L;aerztlich;2.3;3.5;direkt
2681;Einrenkung der alten Luxation des Unterkiefers;400;L;aerztlich;2.3;3.5;direkt
2682;Operative Einrenkung der Luxation eines Kiefergelenks;1400;L;aerztlich;2.3;3.5;direkt
2685;Reposition eines Zahnes;200;L;aerztlich;2.3;3.5;direkt
2686;Reposition eines zahntragenden Bruchstücks des Alveolarfortsatzes;300;L;aerztlich;2.3;3.5;direkt
2687;Allmähliche Reposition des gebrochenen Ober- oder Unterkiefers oder eines schwer einstellbaren oder verkeilten Bruchstücks des Alveolarfortsatzes;1300;L;aerztlich;2.3;3.5;direkt
2688;Fixation bei nicht dislozierter Kieferfraktur durch Osteosynthese oder Aufhängung;750;L;aerztlich;2.3;3.5;direkt
2690;Operative Reposition und Fixation durch Osteosynthese bei Unterkieferbruch, je Kieferhälfte;1000;L;aerztlich;2.3;3.5;direkt
2691;Operative Reposition und Fixation durch Osteosynthese bei Aussprengung des Oberkiefers an der Schädelbasis;3600;L;aerztlich;2.3;3.5;direkt
2692;Operative Reposition und Fixation durch Osteosynthese bei Kieferbruch im Mittelgesichtsbereich - gegebenenfalls einschließlich Jochbeinbruch und/oder Nasenbeinbruch -, je Kieferhälfte;1500;L;aerztlich;2.3;3.5;direkt
2693;Operative Reposition und Fixation einer isolierten Orbitaboden-, Jochbein- oder Jochbogenfraktur;1200;L;aerztlich;2.3;3.5;direkt
2694;Operative Entfernung von Osteosynthesematerial aus einem Kiefer- oder Gesichtsknochen, je Fraktur;450;L;aerztlich;2.3;3.5;direkt
2695;Einrichtung und Fixation eines gebrochenen Kiefers außerhalb der Zahnreihen durch intra- und extraorale Schienenverbände und Stützapparate;2700;L;aerztlich;2.3;3.5;direkt
2696;Drahtumschlingung des Unterkiefers oder oro-faziale Drahtaufhängung, auch beidseitig;500;L;aerztlich;2.3;3.5;direkt
2697;Anlegen von Drahtligaturen, Drahthäkchen oder dergleichen, je Kieferhälfte oder Frontzahnbereich, als selbständige Leistung;350;L;aerztlich;2.3;3.5;direkt
2698;Anlegen und Fixation einer Schiene am unverletzten Ober- oder Unterkiefer;1500;L;aerztlich;2.3;3.5;direkt
2699;Anlegen und Fixation einer Schiene am gebrochenen Ober- oder Unterkiefer;2200;L;aerztlich;2.3;3.5;direkt
2700;Anlegen von Stütz-, Halte- oder Hilfsvorrichtungen (z.B. Verbandsplatte, Pelotte) am Ober- oder Unterkiefer oder bei Kieferklemme;350;L;aerztlich;2.3;3.5;direkt
2701;Anlegen von extraoralen Stütz-, Halte- oder Hilfsvorrichtungen, einer Verbands- oder Verschlußplatte, Pelotte oder dergleichen - im Zusammenhang mit plastischen Operationen oder zur Verhütung oder Behandlung von Narbenkontrakturen -;1800;L;aerztlich;2.3;3.5;direkt
2702;Wiederanbringung einer gelösten Apparatur oder kleine Änderungen, teilweise Erneuerung von Schienen oder Stützapparaten - auch Entfernung von Schienen oder Stützapparaten -, je Kiefer;300;L;aerztlich;2.3;3.5;direkt
2705;Osteotomie nach disloziert verheilter Fraktur im Mittelgesicht - einschließlich Osteosynthese -;1700;L;aerztlich;2.3;3.5;direkt
2706;Osteotomie nach disloziert verheilter Fraktur im Unterkiefer - einschließlich Osteosynthese;1300;L;aerztlich;2.3;3.5;direkt
2710;Partielle Resektion des Ober- oder Unterkiefers - auch Segmentosteotomie -, als selbständige Leistung;1100;L;aerztlich;2.3;3.5;direkt
2711;Partielle Resektion des Ober- oder Unterkiefers - auch Segmentosteotomie -, in Verbindung mit den Leistungen nach Nummer 2640 oder 2642;750;L;aerztlich;2.3;3.5;direkt
2712;Halbseitenresektion des Ober- oder Unterkiefers;3000;L;aerztlich;2.3;3.5;direkt
2715;Suprahyoidale Lymphknotenausräumung einer Seite - einschließlich Darstellung und gegebenenfalls Entfernung von Muskeln, Nerven und Gefäßen -;2000;L;aerztlich;2.3;3.5;direkt
2716;Radikale Halslymphknotenausräumung einer Seite - einschließlich Darstellung und gegebenenfalls Entfernung von Muskeln, Nerven und Gefäßen -;5000;L;aerztlich;2.3;3.5;direkt
2720;Osteotomie im Zusammenhang mit operativen Eingriffen am Mundboden - einschließlich Osteosynthese -;800;L;aerztlich;2.3;3.5;direkt
2730;Operative Maßnahmen zur Lagerbildung beim Aufbau des Alveolarfortsatzes, je Kieferhälfte oder Frontzahnbereich;500;L;aerztlich;2.3;3.5;direkt
2732;Operation zur Lagerbildung für Knochen oder Knorpel bei ausgedehnten Kieferdefekten;2000;L;aerztlich;2.3;3.5;direkt
2750;Eröffnung des Schlundes durch Schnitt;1110;L;aerztlich;2.3;3.5;direkt
2751;Tracheotomie;554;L;aerztlich;2.3;3.5;direkt
2752;Exstirpation eines Ductus thyreoglossus oder einer medialen Halszyste - gegebenenfalls einschließlich Teilresektion des Zungenbeins -;1350;L;aerztlich;2.3;3.5;direkt
2753;Divertikelresektion im Halsbereich;1660;L;aerztlich;2.3;3.5;direkt
2754;Operation einer Kiemengangfistel;1660;L;aerztlich;2.3;3.5;direkt
2755;Entfernung der Kropfgeschwulst oder Teilresektion der Schilddrüse;1850;L;aerztlich;2.3;3.5;direkt
2756;Ausschälung der Nebenschilddrüse (Parathyreoektomie);2200;L;aerztlich;2.3;3.5;direkt
2757;Radikaloperation der bösartigen Schilddrüsengeschwulst - einschließlich Ausräumung der regionären Lymphstromgebiete und gegebenenfalls der Nachbarorgane -;3700;L;aerztlich;2.3;3.5;direkt
2760;Ausräumung des regionären Lymphstromgebietes einer Halsseite, als selbständige Leistung;1200;L;aerztlich;2.3;3.5;direkt
2800;Venaesectio;275;L;aerztlich;2.3;3.5;direkt
2801;Freilegung und/oder Unterbindung eines Blutgefäßes an den Gliedmaßen, als selbständige Leistung;463;L;aerztlich;2.3;3.5;direkt
2802;Freilegung und/oder Unterbindung eines Blutgefäßes in der Brust- oder Bauchhöhle, als selbständige Leistung;2220;L;aerztlich;2.3;3.5;direkt
2803;Freilegung und/oder Unterbindung eines Blutgefäßes am Hals, als selbständige Leistung;1480;L;aerztlich;2.3;3.5;direkt
2804;Druckmessung(en) am freigelegten Blutgefäß;253;L;aerztlich;2.3;3.5;direkt
2805;Flußmessung(en) am freigelegten Blutgefäß;350;L;aerztlich;2.3;3.5;direkt
2807;Operative Entnahme einer Arterie zum Gefäßersatz;739;L;aerztlich;2.3;3.5;direkt
2808;Operative Entnahme einer Vene zum Gefäßersatz;400;L;aerztlich;2.3;3.5;direkt
2809;Naht eines verletzten Blutgefäßes (traumatisch) an den Gliedmaßen - einschließlich Wundversorgung -;740;L;aerztlich;2.3;3.5;direkt
2810;Rekonstruktiver Eingriff an der Vena cava superior oder inferior (z.B. bei erweiterter Tumorchirurgie mit Cavaresektion und Ersatz durch eine Venenprothese) - gegebenenfalls einschließlich Anlegen einer temporären arteriovenösen Fistel -;5000;L;aerztlich;2.3;3.5;direkt
2820;Rekonstruktive Operation einer extrakranialen Hirnarterie;3140;L;aerztlich;2.3;3.5;direkt
2821;Rekonstruktive Operation einer extrakranialen Hirnarterie mit Anlegen eines Shunts;4200;L;aerztlich;2.3;3.5;direkt
2822;Rekonstruktive Operation einer Armarterie;2300;L;aerztlich;2.3;3.5;direkt
2823;Rekonstruktive Operation einer Finger- oder Zehenarterie;1850;L;aerztlich;2.3;3.5;direkt
2824;Operation des offenen Ductus Botalli oder einer anderen abnormen Gefäßmißbildung im Thorax durch Verschluß;3000;L;aerztlich;2.3;3.5;direkt
2825;Operation einer abnormen Gefäßmißbildung im Thorax durch Rekonstruktion;6500;L;aerztlich;2.3;3.5;direkt
2826;Operative Beseitigung einer erworbenen Stenose oder eines Verschlusses an den großen Gefäßen im Thorax durch Rekonstruktion;6500;L;aerztlich;2.3;3.5;direkt
2827;Operation eines Aneurysmas an einem großen Gefäß im Thorax;7500;L;aerztlich;2.3;3.5;direkt
2828;Operative Versorgung einer intrathorakalen Gefäßverletzung durch direkte Naht;3000;L;aerztlich;2.3;3.5;direkt
2829;Operative Versorgung einer intrathorakalen Gefäßverletzung durch Gefäßersatz;5200;L;aerztlich;2.3;3.5;direkt
2834;Operative(r) Eingriff(e) an einem oder mehreren Gefäß(en) der Nieren, als selbständige Leistung;1480;L;aerztlich;2.3;3.5;direkt
2835;Rekonstruktive Operation an der Aorta abdominalis bei Stenose oder Verschluß;4500;L;aerztlich;2.3;3.5;direkt
2836;Rekonstruktive Operation an der Aorta abdominalis bei Aneurysma;5000;L;aerztlich;2.3;3.5;direkt
2837;Rekonstruktive Operation an einem Viszeralgefäß;5000;L;aerztlich;2.3;3.5;direkt
2838;Rekonstruktive Operation einer Nierenarterie;4300;L;aerztlich;2.3;3.5;direkt
2839;Rekonstruktive Operation an den Beckenarterien, einseitig;3000;L;aerztlich;2.3;3.5;direkt
2840;Rekonstruktive Operation an den Arterien eines Oberschenkels - auch Anlegung einer Gefäßprothese oder axillo-femorale Umleitung oder femoro-femorale Umleitung -;3000;L;aerztlich;2.3;3.5;direkt
2841;Rekonstruktive Operation einer Kniekehlenarterie;2000;L;aerztlich;2.3;3.5;direkt
2842;Rekonstruktive Operation der Arterien des Unterschenkels;3700;L;aerztlich;2.3;3.5;direkt
2843;Rekonstruktive Operation einer arteriovenösen Fistel an den Extremitäten oder im Halsbereich;3700;L;aerztlich;2.3;3.5;direkt
2844;Rekonstruktive Operation einer arteriovenösen Fistel im Brust- oder Bauchraum;5500;L;aerztlich;2.3;3.5;direkt
2880;Inzision eines Varixknotens;148;L;aerztlich;2.3;3.5;direkt
2881;Varizenexhairese, einseitig;1110;L;aerztlich;2.3;3.5;direkt
2882;Varizenexhairese mit Unterbrechung der Vv. perforantes, einseitig;1850;L;aerztlich;2.3;3.5;direkt
2883;Crossektomie der Vena saphena magna oder parva und Exstirpation mehrerer Seitenäste;1200;L;aerztlich;2.3;3.5;direkt
2885;Entfernung einer kleinen Blutadergeschwulst;1110;L;aerztlich;2.3;3.5;direkt
2886;Entfernung einer großen Blutadergeschwulst;2770;L;aerztlich;2.3;3.5;direkt
2887;Thrombektomie;2000;L;aerztlich;2.3;3.5;direkt
2888;Veno-venöse Umleitung (z.B. nach Palma) ohne Anlage eines arteriovenösen Shunts;3140;L;aerztlich;2.3;3.5;direkt
2889;Veno-venöse Umleitung (z.B. nach Palma) mit Anlage eines arteriovenösen Shunts;3700;L;aerztlich;2.3;3.5;direkt
2890;Isolierte Seitenastexstirpation und/oder Perforansdissektion und/oder Perforansligatur;350;L;aerztlich;2.3;3.5;direkt
2891;Rekonstruktive Operation an den Körpervenen unter Ausschluß der Hohlvenen (Thrombektomie, Transplantatersatz, Bypassoperation) - gegebenenfalls einschließlich Anlegen einer temporären arteriovenösen Fistel -;3000;L;aerztlich;2.3;3.5;direkt
2895;Anlage eines arteriovenösen Shunts zur Hämodialyse;1480;L;aerztlich;2.3;3.5;direkt
2896;Anlage eines arteriovenösen Shunts zur Hämodialyse mit freiem Transplantat;2100;L;aerztlich;2.3;3.5;direkt
2897;Beseitigung eines arteriovenösen Shunts;1200;L;aerztlich;2.3;3.5;direkt
2898;Unterbrechung der Vena cava caudalis durch Filterimplantation;1500;L;aerztlich;2.3;3.5;direkt
2899;Unterbrechung der Vena cava caudalis nach Freilegung;2220;L;aerztlich;2.3;3.5;direkt
2900;Operation bei portalem Hochdruck durch Dissektion;3140;L;aerztlich;2.3;3.5;direkt
2901;Operation bei portalem Hochdruck durch venöse Anastomose;3700;L;aerztlich;2.3;3.5;direkt
2902;Operation bei portalem Hochdruck durch venöse Anastomose und Arterialisation;4620;L;aerztlich;2.3;3.5;direkt
2920;Thorakale Sympathektomie;2000;L;aerztlich;2.3;3.5;direkt
2921;Lumbale Sympathektomie;1480;L;aerztlich;2.3;3.5;direkt
2950;Resektion einer Rippe, als selbständige Leistung;739;L;aerztlich;2.3;3.5;direkt
2951;Resektion mehrerer benachbarter Rippen, als selbständige Leistung;1110;L;aerztlich;2.3;3.5;direkt
2952;Resektion einer Halsrippe oder der 1. Rippe;1110;L;aerztlich;2.3;3.5;direkt
2953;Thorakoplastik;3140;L;aerztlich;2.3;3.5;direkt
2954;Thorakoplastik mit Höhleneröffnung - auch Jalousieplastik -;4620;L;aerztlich;2.3;3.5;direkt
2955;Thorakoplastik mit Entschwartung - gegebenenfalls einschließlich Muskelimplantation und Entnahme des Implantates -;5000;L;aerztlich;2.3;3.5;direkt
2956;Brustwandteilresektion;2100;L;aerztlich;2.3;3.5;direkt
2957;Brustwandteilresektion mit plastischer Deckung;3000;L;aerztlich;2.3;3.5;direkt
2959;Korrekturthorakoplastik mit Entschwartung - gegebenenfalls einschließlich Muskelimplantation und Entnahme des Implantates -;5100;L;aerztlich;2.3;3.5;direkt
2960;Operation einer Brustkorbdeformität (z.B. Trichterbrust);3000;L;aerztlich;2.3;3.5;direkt
2970;Anlage einer Pleuradrainage (z.B. Bülau'sche Heberdrainage);554;L;aerztlich;2.3;3.5;direkt
2971;Spülung des Pleuraraumes bei liegender Drainage - gegebenenfalls einschließlich Einbringung von Arzneimitteln -;148;L;aerztlich;2.3;3.5;direkt
2972;Entnahme von Pleuragewebe nach operativer Freilegung der Pleura, als selbständige Leistung;666;L;aerztlich;2.3;3.5;direkt
2973;Pleurektomie, einseitig, als selbständige Leistung;2220;L;aerztlich;2.3;3.5;direkt
2974;Pleurektomie mit Resektion(en) am Perikard und/oder Zwerchfell;3140;L;aerztlich;2.3;3.5;direkt
2975;Dekortikation der Lunge;4800;L;aerztlich;2.3;3.5;direkt
2976;Ausräumung eines Hämatothorax;2000;L;aerztlich;2.3;3.5;direkt
2977;Thorakokaustik bei Spontanpneumothorax;739;L;aerztlich;2.3;3.5;direkt
2979;Operative Entfernung eines Pleuraempyems - gegebenenfalls einschließlich Rippenresektion(en) -;1110;L;aerztlich;2.3;3.5;direkt
2985;Thorakaler Eingriff am Zwerchfell;2220;L;aerztlich;2.3;3.5;direkt
2990;Thorakotomie zu diagnostischen Zwecken;1110;L;aerztlich;2.3;3.5;direkt
2991;Thorakotomie mit Herzmassage;1480;L;aerztlich;2.3;3.5;direkt
2992;Thorakotomie mit Entnahme von Pleura- und/oder Lungengewebe für die histologische und/oder bakteriologische Untersuchung, als selbständige Leistung;1290;L;aerztlich;2.3;3.5;direkt
2993;Thorakotomie mit Gewebsentnahme und intrathorakalen Präparationen;1480;L;aerztlich;2.3;3.5;direkt
2994;Operative Eingriffe an der Lunge (z.B. Keilexzision, Herdenukleation, Ausschälung von Zysten);2770;L;aerztlich;2.3;3.5;direkt
2995;Lob- oder Pneumonektomie;3140;L;aerztlich;2.3;3.5;direkt
2996;Lungensegmentresektion(en);4000;L;aerztlich;2.3;3.5;direkt
2997;Lobektomie und Lungensegmentresektion(en);5100;L;aerztlich;2.3;3.5;direkt
2998;Bilobektomie;4800;L;aerztlich;2.3;3.5;direkt
2999;Pneumonektomie mit intraperikardialer Gefäßversorgung und/oder Ausräumung mediastinaler Lymphknoten;5600;L;aerztlich;2.3;3.5;direkt
3000;Bronchotomie zur Entfernung von Fremdkörpern oder Tumoren;2770;L;aerztlich;2.3;3.5;direkt
3001;Thorakale Eingriffe am Tracheobronchialsystem wie Resektion und/oder Anastomose und/oder Versteifung und/oder plastischer Ersatz;5800;L;aerztlich;2.3;3.5;direkt
3002;Operative Kavernen- oder Lungenabszeßeröffnung;4800;L;aerztlich;2.3;3.5;direkt
3010;Sternotomie, als selbständige Leistung;1110;L;aerztlich;2.3;3.5;direkt
3011;Entfernung eines Mediastinaltumors, transpleural oder transsternal;4000;L;aerztlich;2.3;3.5;direkt
3012;Drainage des Mediastinums;554;L;aerztlich;2.3;3.5;direkt
3013;Intrathorakaler Eingriff am Lymphgefäßsystem;4000;L;aerztlich;2.3;3.5;direkt
3050;Operative Maßnahmen in Verbindung mit der Herz-Lungen-Maschine zur Herstellung einer extrakorporalen Zirkulation;1850;L;aerztlich;2.3;3.5;direkt
3051;Perfusion der Hirnarterien, zusätzlich zur Leistung nach Nummer 3050;1290;L;aerztlich;2.3;3.5;direkt
3052;Perfusion der Koronararterien, zusätzlich zur Leistung nach Nummer 3050;1110;L;aerztlich;2.3;3.5;direkt
3053;Perfusion von Arterien eines anderen Organs, zusätzlich zur Leistung nach Nummer 3050;1110;L;aerztlich;2.3;3.5;direkt
3054;Operative extrathorakale Anlage einer assistierenden Zirkulation;1850;L;aerztlich;2.3;3.5;direkt
3055;Überwachung einer assistierenden Zirkulation, je angefangene Stunde Die Leistung nach Nummer 3055 ist nur während einer Operation berechnungsfähig.;554;L;aerztlich;2.3;3.5;direkt
3060;Intraoperative Funktionsmessungen am und/oder im Herzen;554;L;aerztlich;2.3;3.5;direkt
3065;Operation am Perikard, als selbständige Leistung;2000;L;aerztlich;2.3;3.5;direkt
3066;Operation der Pericarditis constrictiva;3140;L;aerztlich;2.3;3.5;direkt
3067;Myokardbiopsie unter Freilegung des Herzens, als selbständige Leistung;1480;L;aerztlich;2.3;3.5;direkt
3068;Anlage einer künstlichen Pulmonalisstammstenose;3140;L;aerztlich;2.3;3.5;direkt
3069;Shuntoperation an herznahen Gefäßen;3000;L;aerztlich;2.3;3.5;direkt
3070;Operative Anlage eines Vorhofseptumdefektes;3000;L;aerztlich;2.3;3.5;direkt
3071;Naht einer Myokardverletzung;3000;L;aerztlich;2.3;3.5;direkt
3072;Operativer Verschluß des Vorhofseptumdefektes vom Sekundum-Typ;3000;L;aerztlich;2.3;3.5;direkt
3073;Operativer Verschluß von Vorhofseptumdefekten anderen Typs (z.B. Sinus venosus) - auch Korrektur einer isolierten Lungenvenenfehlmündung -;4000;L;aerztlich;2.3;3.5;direkt
3074;Komplette intraatriale Blutumleitung (totale Lungenvenenfehlmündung oder unkomplizierte Transposition der großen Arterien);6500;L;aerztlich;2.3;3.5;direkt
3075;Entfernung eines Fremdkörpers aus dem Herzen oder aus einem herznahen Gefäß - auch Thromboder Embolektomie -;3000;L;aerztlich;2.3;3.5;direkt
3076;Operative Entfernung eines Herztumors oder eines Herzwandaneurysmas oder eines Herzdivertikels;4800;L;aerztlich;2.3;3.5;direkt
3077;Operativer Verschluß eines Herzkammerscheidewanddefektes mittels direkter Naht;3000;L;aerztlich;2.3;3.5;direkt
3078;Operativer Verschluß eines Herzkammerscheidewanddefektes mittels Prothese;4000;L;aerztlich;2.3;3.5;direkt
3079;Resektion intrakardial stenosierender Muskulatur;3000;L;aerztlich;2.3;3.5;direkt
3084;Valvuloplastik einer Herzklappe;3300;L;aerztlich;2.3;3.5;direkt
3085;Operative Korrektur einer Herzklappe;3140;L;aerztlich;2.3;3.5;direkt
3086;Operativer Ersatz einer Herzklappe;5600;L;aerztlich;2.3;3.5;direkt
3087;Operative Korrektur und/oder Ersatz mehrerer Herzklappen;7500;L;aerztlich;2.3;3.5;direkt
3088;Operation zur direkten myokardialen Revaskularisation eines Versorgungsabschnittes;5600;L;aerztlich;2.3;3.5;direkt
3089;Operation zur direkten myokardialen Revaskularisation mehrerer Versorgungsabschnitte;7500;L;aerztlich;2.3;3.5;direkt
3090;Operation von Anomalien der Koronararterien;4000;L;aerztlich;2.3;3.5;direkt
3091;Operation am Reizleitungssystem (Korrektur von Rhythmusstörungen - ausschließlich der Schrittmacherbehandlung -);4500;L;aerztlich;2.3;3.5;direkt
3095;Schrittmacher-Erstimplantation;2770;L;aerztlich;2.3;3.5;direkt
3096;Schrittmacher-Aggregatwechsel;1110;L;aerztlich;2.3;3.5;direkt
3097;Schrittmacher-Korrektureingriff - auch Implantation von myokardialen Elektroden -;2770;L;aerztlich;2.3;3.5;direkt
3120;Diagnostische Peritonealspülung, als selbständige Leistung;300;L;aerztlich;2.3;3.5;direkt
3121;Choledochoskopie während einer intraabdominalen Operation;500;L;aerztlich;2.3;3.5;direkt
3122;Intraoperative Manometrie an den Gallenwegen (Prüfung des Papillenwiderstandes);375;L;aerztlich;2.3;3.5;direkt
3125;Eröffnung des Ösophagus vom Halsgebiet aus;1110;L;aerztlich;2.3;3.5;direkt
